Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
3232.0,0.97,0.97,5.0,171.0,2.0,0.0,0.0,sales,high
5056.0,0.95,0.48,5.0,214.0,6.0,1.0,1.0,sales,medium
1729.0,0.23,0.7,5.0,168.0,4.0,0.0,0.0,support,low
6609.0,0.78,0.96,4.0,245.0,3.0,0.0,0.0,support,medium
8874.0,0.54,0.64,2.0,128.0,2.0,0.0,0.0,sales,low
10611.0,0.19,0.58,4.0,173.0,5.0,0.0,0.0,accounting,medium
9902.0,0.92,0.82,5.0,252.0,3.0,0.0,0.0,support,medium
13482.0,0.16,0.93,5.0,210.0,7.0,0.0,1.0,management,medium
5103.0,0.92,0.55,3.0,259.0,3.0,0.0,0.0,product_mng,low
5905.0,0.74,0.48,5.0,165.0,2.0,0.0,0.0,sales,high
9653.0,0.53,0.64,2.0,109.0,3.0,0.0,0.0,hr,medium
,,,,,,,,,
,,,,,,,,,
8136.0,0.53,0.78,5.0,198.0,3.0,0.0,0.0,technical,low
10379.0,0.7,0.48,5.0,99.0,4.0,0.0,0.0,RandD,low
4933.0,0.39,0.38,2.0,106.0,3.0,1.0,0.0,support,medium
6575.0,0.73,0.55,4.0,267.0,3.0,0.0,0.0,sales,low
14697.0,0.32,0.95,5.0,172.0,2.0,0.0,0.0,sales,low
7362.0,0.97,0.95,3.0,257.0,2.0,0.0,0.0,hr,medium
9942.0,0.96,0.72,3.0,157.0,3.0,0.0,0.0,sales,medium
10846.0,0.77,0.91,4.0,161.0,3.0,0.0,0.0,marketing,low
6945.0,0.87,0.48,4.0,133.0,2.0,0.0,0.0,RandD,medium
13796.0,0.65,0.74,4.0,233.0,4.0,1.0,0.0,management,low
13827.0,0.87,0.89,4.0,225.0,8.0,0.0,0.0,marketing,low
5410.0,0.53,0.84,3.0,151.0,3.0,0.0,0.0,product_mng,low
4610.0,0.98,0.79,4.0,138.0,3.0,0.0,0.0,accounting,low
10939.0,0.85,0.98,5.0,222.0,3.0,0.0,1.0,sales,medium
7777.0,0.83,0.9,3.0,179.0,2.0,1.0,0.0,product_mng,low
12389.0,0.45,0.5,2.0,157.0,3.0,0.0,0.0,marketing,medium
1113.0,0.09,0.82,6.0,251.0,4.0,0.0,0.0,support,low
10433.0,0.73,0.52,4.0,141.0,3.0,0.0,0.0,support,medium
8967.0,0.51,0.91,4.0,194.0,2.0,0.0,0.0,technical,medium
3234.0,0.57,0.87,4.0,148.0,3.0,0.0,0.0,sales,high
8788.0,0.89,0.51,4.0,141.0,3.0,0.0,0.0,sales,low
13555.0,0.69,0.9,3.0,185.0,4.0,0.0,0.0,product_mng,low
9975.0,0.58,0.62,3.0,218.0,3.0,0.0,0.0,support,medium
7686.0,0.96,0.88,5.0,269.0,2.0,0.0,0.0,support,medium
5783.0,0.85,0.77,5.0,263.0,3.0,0.0,0.0,support,medium
13082.0,0.63,0.75,4.0,175.0,4.0,0.0,0.0,hr,medium
12308.0,0.11,0.81,5.0,287.0,4.0,0.0,0.0,sales,low
6915.0,0.69,1.0,5.0,237.0,3.0,0.0,0.0,technical,high
5493.0,0.37,0.46,3.0,173.0,6.0,0.0,0.0,RandD,medium
10537.0,0.61,0.88,5.0,134.0,4.0,0.0,0.0,technical,low
8784.0,0.66,0.93,4.0,248.0,3.0,0.0,0.0,management,high
10355.0,0.54,0.48,3.0,158.0,2.0,0.0,0.0,support,medium
10587.0,0.9,0.93,4.0,263.0,3.0,1.0,0.0,support,medium
,,,,,,,,,
14630.0,0.42,0.53,3.0,199.0,4.0,0.0,0.0,technical,medium
636.0,0.39,0.57,2.0,127.0,3.0,0.0,0.0,sales,low
4279.0,0.83,0.88,3.0,217.0,2.0,1.0,0.0,support,high
,,,,,,,,,
13533.0,0.78,0.68,2.0,159.0,3.0,1.0,0.0,support,medium
13381.0,0.77,0.83,5.0,216.0,4.0,0.0,0.0,IT,medium
4154.0,0.78,0.72,4.0,219.0,3.0,0.0,0.0,hr,medium
2286.0,0.71,0.5,4.0,253.0,3.0,0.0,0.0,RandD,medium
744.0,0.11,0.9,6.0,301.0,4.0,0.0,0.0,technical,low
2944.0,0.68,0.51,4.0,224.0,2.0,0.0,0.0,technical,low
4846.0,0.54,0.52,5.0,155.0,3.0,0.0,0.0,technical,low
7111.0,0.99,0.48,5.0,202.0,2.0,0.0,0.0,sales,medium
8881.0,0.8,0.6,3.0,247.0,2.0,0.0,0.0,sales,medium
469.0,0.9,0.92,5.0,245.0,5.0,0.0,0.0,sales,low
9128.0,0.76,0.6,5.0,244.0,3.0,1.0,0.0,technical,low
14447.0,0.83,0.85,4.0,255.0,5.0,0.0,0.0,management,low
762.0,0.09,0.93,6.0,249.0,4.0,0.0,0.0,sales,low
13611.0,0.51,0.97,4.0,258.0,2.0,0.0,0.0,sales,medium
680.0,0.86,1.0,5.0,229.0,5.0,0.0,0.0,product_mng,low
7129.0,0.71,0.99,5.0,208.0,2.0,1.0,0.0,accounting,low
2528.0,0.61,0.63,5.0,230.0,3.0,0.0,0.0,sales,medium
2888.0,0.79,0.48,4.0,184.0,5.0,1.0,0.0,IT,low
2264.0,0.91,0.97,3.0,167.0,2.0,0.0,0.0,support,low
14003.0,0.98,0.91,3.0,188.0,4.0,0.0,0.0,accounting,medium
7218.0,0.41,0.48,3.0,155.0,2.0,1.0,0.0,technical,medium
3863.0,0.69,0.89,5.0,201.0,2.0,0.0,0.0,support,low
2462.0,0.14,0.77,4.0,166.0,5.0,0.0,0.0,sales,low
472.0,0.44,0.53,2.0,149.0,3.0,0.0,0.0,sales,low
3991.0,0.89,0.93,4.0,249.0,3.0,0.0,0.0,sales,low
10969.0,0.63,0.91,4.0,252.0,3.0,1.0,0.0,support,medium
14318.0,0.91,1.0,4.0,257.0,5.0,0.0,0.0,accounting,medium
11561.0,0.2,0.6,5.0,261.0,8.0,0.0,0.0,sales,medium
4350.0,0.52,0.74,3.0,238.0,3.0,0.0,0.0,RandD,medium
10952.0,0.92,0.66,4.0,113.0,3.0,0.0,0.0,technical,low
11814.0,0.39,0.91,2.0,212.0,2.0,0.0,0.0,management,high
10123.0,0.35,0.54,3.0,128.0,3.0,0.0,0.0,support,medium
7451.0,0.53,0.51,4.0,174.0,2.0,0.0,0.0,support,medium
13805.0,0.65,0.85,4.0,172.0,3.0,0.0,0.0,sales,medium
11451.0,0.74,0.63,3.0,180.0,3.0,0.0,0.0,management,high
4361.0,0.74,0.87,4.0,258.0,2.0,0.0,0.0,marketing,medium
5480.0,0.54,0.69,4.0,168.0,2.0,0.0,0.0,management,low
5238.0,0.66,0.56,4.0,141.0,4.0,0.0,0.0,support,medium
14143.0,0.8,0.93,3.0,225.0,4.0,0.0,0.0,product_mng,low
13986.0,0.64,0.6,3.0,265.0,4.0,0.0,0.0,sales,low
13453.0,0.62,0.79,3.0,259.0,3.0,0.0,0.0,support,medium
1358.0,0.45,0.5,2.0,157.0,3.0,0.0,0.0,management,medium
11785.0,0.72,0.88,3.0,189.0,3.0,1.0,0.0,management,high
14307.0,0.37,0.51,2.0,155.0,3.0,0.0,0.0,sales,low
9134.0,0.69,0.63,2.0,252.0,3.0,0.0,0.0,support,low
414.0,0.45,0.54,2.0,142.0,3.0,0.0,0.0,hr,medium
14429.0,0.9,0.98,5.0,245.0,5.0,0.0,0.0,IT,low
10784.0,0.78,0.6,4.0,206.0,3.0,0.0,0.0,sales,medium
8622.0,0.59,0.74,5.0,165.0,2.0,0.0,0.0,RandD,medium
11547.0,0.24,0.56,4.0,281.0,7.0,0.0,0.0,sales,medium
1344.0,0.44,0.54,2.0,150.0,3.0,0.0,0.0,support,low
742.0,0.5,0.54,5.0,153.0,4.0,0.0,0.0,support,low
5477.0,0.83,0.67,4.0,139.0,3.0,0.0,0.0,technical,medium
3538.0,0.93,0.92,3.0,205.0,3.0,0.0,0.0,sales,medium
8169.0,0.8,0.82,3.0,218.0,3.0,0.0,0.0,sales,low
,,,,,,,,,
11215.0,0.5,1.0,5.0,264.0,8.0,0.0,1.0,accounting,high
14245.0,0.45,0.55,2.0,140.0,3.0,0.0,0.0,hr,low
1259.0,0.78,0.96,4.0,241.0,5.0,0.0,0.0,technical,low
7591.0,0.68,0.64,2.0,167.0,2.0,0.0,0.0,hr,low
7157.0,0.81,0.78,3.0,166.0,2.0,0.0,0.0,support,low
12386.0,0.75,0.9,5.0,256.0,5.0,0.0,0.0,support,low
9020.0,0.24,0.85,4.0,160.0,5.0,0.0,0.0,sales,low
9676.0,0.54,0.74,4.0,160.0,6.0,0.0,0.0,technical,low
11772.0,0.65,0.4,5.0,125.0,4.0,0.0,0.0,sales,low
1417.0,0.11,0.85,6.0,295.0,4.0,0.0,0.0,technical,low
4063.0,0.68,0.51,2.0,196.0,3.0,0.0,0.0,sales,low
4604.0,0.68,0.8,2.0,254.0,2.0,1.0,0.0,sales,low
14213.0,0.8,0.86,5.0,262.0,6.0,0.0,0.0,sales,medium
7347.0,0.36,0.69,3.0,98.0,2.0,0.0,0.0,sales,low
8835.0,0.98,0.83,5.0,211.0,3.0,0.0,0.0,support,medium
5642.0,0.38,0.92,5.0,238.0,2.0,0.0,0.0,product_mng,low
7161.0,0.46,0.53,3.0,135.0,2.0,0.0,0.0,management,low
10795.0,0.66,0.8,4.0,192.0,3.0,0.0,0.0,hr,medium
693.0,0.84,0.86,5.0,268.0,5.0,0.0,0.0,marketing,medium
8989.0,0.96,0.93,3.0,238.0,2.0,0.0,0.0,technical,low
5538.0,0.35,0.41,6.0,244.0,3.0,0.0,0.0,technical,low
14096.0,0.61,0.49,3.0,275.0,2.0,0.0,0.0,product_mng,low
2581.0,0.86,0.93,5.0,208.0,2.0,0.0,0.0,IT,low
8379.0,0.59,0.69,4.0,207.0,2.0,0.0,0.0,technical,medium
4460.0,0.69,0.82,4.0,273.0,4.0,0.0,0.0,hr,medium
1801.0,0.09,0.78,6.0,263.0,4.0,0.0,0.0,technical,low
12493.0,0.11,0.83,6.0,244.0,4.0,0.0,0.0,hr,medium
7631.0,0.55,0.89,4.0,209.0,3.0,0.0,0.0,RandD,low
5131.0,0.49,0.54,6.0,214.0,3.0,0.0,0.0,sales,high
14317.0,0.24,0.46,7.0,224.0,5.0,0.0,0.0,accounting,medium
11790.0,0.72,0.99,4.0,239.0,3.0,0.0,0.0,marketing,medium
6751.0,0.67,0.75,3.0,194.0,3.0,0.0,0.0,hr,medium
13504.0,0.29,0.37,6.0,187.0,10.0,1.0,0.0,sales,high
2794.0,0.96,0.42,6.0,101.0,4.0,0.0,0.0,technical,medium
7986.0,0.48,0.51,3.0,201.0,2.0,1.0,0.0,support,low
11143.0,0.13,0.9,5.0,264.0,6.0,0.0,0.0,technical,high
4446.0,0.91,0.91,6.0,167.0,2.0,1.0,0.0,sales,low
4387.0,0.7,0.55,4.0,256.0,4.0,0.0,0.0,hr,medium
3569.0,0.96,0.71,4.0,210.0,3.0,0.0,0.0,technical,medium
6504.0,0.59,0.57,4.0,197.0,2.0,0.0,0.0,sales,medium
8524.0,0.47,0.55,5.0,207.0,3.0,0.0,0.0,support,low
13566.0,0.62,0.97,2.0,271.0,3.0,0.0,0.0,sales,low
10723.0,0.62,0.69,4.0,184.0,3.0,0.0,0.0,technical,low
9050.0,0.62,0.68,3.0,226.0,3.0,0.0,0.0,technical,medium
5418.0,0.83,0.93,6.0,130.0,5.0,0.0,0.0,RandD,low
9366.0,0.85,0.59,2.0,264.0,2.0,0.0,0.0,support,low
6554.0,0.8,0.55,4.0,144.0,5.0,1.0,0.0,product_mng,high
4118.0,0.44,0.74,4.0,250.0,6.0,0.0,0.0,RandD,medium
11963.0,0.92,0.64,2.0,104.0,7.0,0.0,0.0,product_mng,low
92.0,0.89,1.0,5.0,246.0,5.0,0.0,0.0,sales,low
6155.0,0.73,0.8,4.0,251.0,2.0,1.0,0.0,support,low
8303.0,0.29,0.4,6.0,205.0,3.0,0.0,0.0,technical,medium
8635.0,0.5,0.89,5.0,223.0,3.0,0.0,0.0,marketing,low
3451.0,0.89,0.58,4.0,232.0,2.0,0.0,0.0,sales,low
4239.0,0.58,0.96,3.0,202.0,2.0,0.0,0.0,technical,medium
11867.0,0.67,0.97,4.0,196.0,3.0,0.0,0.0,support,medium
3654.0,0.24,0.94,4.0,146.0,4.0,0.0,0.0,product_mng,medium
7263.0,0.96,0.6,5.0,182.0,5.0,0.0,0.0,sales,medium
12437.0,0.11,0.85,6.0,261.0,4.0,0.0,0.0,support,low
,,,,,,,,,
11724.0,0.54,0.78,3.0,156.0,7.0,0.0,0.0,sales,medium
1554.0,0.82,0.82,5.0,220.0,6.0,0.0,0.0,sales,medium
5384.0,0.89,0.5,4.0,136.0,2.0,1.0,0.0,technical,low
9504.0,0.51,0.59,4.0,169.0,3.0,0.0,0.0,technical,low
11973.0,0.55,0.81,3.0,239.0,8.0,0.0,0.0,accounting,high
10162.0,0.86,0.9,3.0,158.0,2.0,0.0,0.0,sales,medium
11797.0,0.64,0.55,3.0,246.0,2.0,0.0,1.0,marketing,high
9639.0,0.68,0.84,5.0,161.0,3.0,0.0,0.0,sales,low
10450.0,0.46,0.82,2.0,189.0,5.0,0.0,0.0,product_mng,low
3762.0,0.84,0.49,4.0,152.0,3.0,0.0,0.0,sales,low
13842.0,0.68,0.67,4.0,162.0,10.0,0.0,0.0,management,high
10416.0,0.9,0.65,4.0,221.0,3.0,0.0,0.0,technical,low
1525.0,0.74,0.86,5.0,262.0,5.0,0.0,0.0,RandD,low
12617.0,0.39,0.49,2.0,144.0,3.0,0.0,0.0,marketing,medium
6698.0,0.55,0.72,4.0,273.0,3.0,0.0,0.0,technical,low
13103.0,0.8,0.55,4.0,178.0,2.0,1.0,0.0,support,low
11423.0,0.55,0.58,3.0,254.0,2.0,0.0,0.0,management,high
5050.0,0.6,0.54,3.0,265.0,3.0,1.0,0.0,sales,medium
1447.0,0.37,0.57,2.0,157.0,3.0,0.0,0.0,RandD,low
14833.0,0.1,0.86,6.0,247.0,4.0,0.0,0.0,sales,medium
4962.0,0.84,0.96,3.0,161.0,2.0,1.0,0.0,sales,low
1521.0,0.38,0.53,2.0,136.0,3.0,0.0,0.0,product_mng,medium
10926.0,0.99,0.75,4.0,163.0,2.0,0.0,0.0,sales,low
1894.0,0.1,0.83,7.0,302.0,5.0,0.0,0.0,IT,medium
11906.0,0.21,0.85,6.0,285.0,7.0,0.0,0.0,sales,medium
1750.0,0.09,0.91,6.0,243.0,4.0,0.0,0.0,product_mng,high
6042.0,0.96,0.68,5.0,145.0,3.0,1.0,0.0,sales,medium
9844.0,0.52,0.93,2.0,243.0,3.0,0.0,0.0,accounting,high
393.0,0.84,1.0,4.0,261.0,5.0,0.0,0.0,sales,low
4286.0,0.83,0.77,3.0,232.0,2.0,1.0,0.0,sales,medium
9943.0,0.78,0.63,4.0,156.0,3.0,0.0,0.0,sales,low
5869.0,0.18,0.95,4.0,241.0,6.0,0.0,0.0,product_mng,medium
8247.0,0.61,0.7,3.0,225.0,3.0,0.0,0.0,accounting,low
10451.0,0.59,0.53,4.0,213.0,2.0,0.0,0.0,IT,low
8505.0,0.61,0.62,4.0,269.0,4.0,0.0,0.0,accounting,medium
8393.0,0.58,0.94,5.0,274.0,3.0,0.0,0.0,RandD,medium
10633.0,0.78,0.91,3.0,177.0,2.0,0.0,0.0,sales,high
6633.0,0.95,0.74,3.0,139.0,2.0,0.0,0.0,IT,medium
12263.0,0.44,0.56,2.0,131.0,3.0,0.0,0.0,hr,medium
663.0,0.78,0.89,5.0,274.0,6.0,0.0,0.0,support,medium
5497.0,0.65,0.56,3.0,259.0,3.0,0.0,0.0,marketing,medium
94.0,0.46,0.55,2.0,129.0,3.0,0.0,0.0,sales,low
11328.0,0.59,0.64,5.0,269.0,3.0,0.0,0.0,support,medium
10571.0,0.64,0.51,4.0,177.0,3.0,0.0,0.0,technical,low
10177.0,0.62,0.51,5.0,134.0,3.0,0.0,0.0,sales,high
279.0,0.09,0.78,6.0,254.0,4.0,0.0,0.0,support,low
10692.0,1.0,0.93,5.0,231.0,2.0,0.0,0.0,marketing,medium
2129.0,0.52,0.83,4.0,210.0,2.0,0.0,0.0,product_mng,medium
7228.0,0.89,0.9,4.0,101.0,6.0,0.0,0.0,support,medium
14012.0,0.67,0.91,2.0,245.0,2.0,1.0,1.0,sales,medium
7122.0,0.93,1.0,3.0,148.0,4.0,0.0,0.0,sales,low
4811.0,0.78,0.87,4.0,264.0,3.0,0.0,0.0,accounting,medium
9804.0,0.51,0.58,3.0,141.0,3.0,0.0,0.0,hr,low
,,,,,,,,,
,,,,,,,,,
6495.0,0.83,0.55,3.0,257.0,2.0,0.0,0.0,marketing,low
8475.0,0.21,0.65,4.0,276.0,6.0,0.0,0.0,marketing,high
3954.0,0.76,0.75,4.0,193.0,4.0,0.0,0.0,IT,low
7573.0,0.62,0.76,4.0,163.0,3.0,0.0,0.0,sales,high
7264.0,0.72,0.67,4.0,192.0,3.0,0.0,0.0,sales,medium
2461.0,0.86,0.72,4.0,167.0,2.0,0.0,0.0,sales,low
4908.0,0.62,0.49,3.0,158.0,2.0,0.0,0.0,sales,low
13831.0,0.57,0.91,4.0,224.0,10.0,0.0,0.0,sales,medium
14036.0,0.75,0.79,4.0,263.0,3.0,0.0,1.0,marketing,medium
,,,,,,,,,
4155.0,0.98,0.66,3.0,150.0,3.0,0.0,0.0,hr,medium
1796.0,0.85,0.96,4.0,217.0,5.0,0.0,0.0,technical,low
11800.0,0.72,0.71,4.0,256.0,3.0,0.0,1.0,sales,medium
9131.0,0.22,0.59,5.0,162.0,2.0,0.0,0.0,support,low
2577.0,0.7,0.53,4.0,152.0,3.0,0.0,0.0,technical,low
7069.0,0.32,0.66,5.0,116.0,5.0,1.0,0.0,technical,high
10642.0,0.93,0.59,3.0,202.0,2.0,0.0,0.0,hr,high
8170.0,0.51,0.96,3.0,149.0,4.0,0.0,0.0,accounting,low
9735.0,0.51,0.88,5.0,230.0,4.0,0.0,0.0,technical,medium
3828.0,0.6,0.77,4.0,229.0,2.0,0.0,0.0,sales,low
2109.0,0.74,0.76,5.0,104.0,4.0,0.0,0.0,support,low
14210.0,0.33,0.65,3.0,172.0,10.0,0.0,1.0,marketing,high
3445.0,0.96,0.75,5.0,176.0,4.0,0.0,0.0,sales,low
8507.0,0.24,0.94,6.0,237.0,5.0,0.0,0.0,hr,medium
3338.0,0.55,0.55,3.0,197.0,3.0,0.0,0.0,support,high
6980.0,0.92,0.81,4.0,206.0,2.0,0.0,0.0,hr,medium
243.0,0.38,0.53,2.0,156.0,3.0,0.0,0.0,sales,low
8625.0,0.77,0.95,3.0,192.0,4.0,1.0,0.0,RandD,medium
8207.0,0.92,0.55,4.0,183.0,3.0,0.0,0.0,technical,low
10035.0,0.92,0.65,4.0,260.0,2.0,0.0,0.0,hr,low
,,,,,,,,,
10349.0,0.84,0.79,2.0,150.0,3.0,0.0,0.0,technical,low
,,,,,,,,,
3741.0,0.59,0.63,5.0,243.0,2.0,0.0,0.0,accounting,medium
3586.0,0.85,0.62,2.0,280.0,4.0,0.0,0.0,RandD,low
14724.0,0.09,0.96,6.0,259.0,4.0,0.0,0.0,support,low
3838.0,0.76,0.65,3.0,220.0,3.0,0.0,0.0,sales,low
1529.0,0.41,0.56,2.0,160.0,3.0,0.0,0.0,sales,low
3608.0,0.64,0.66,3.0,188.0,4.0,0.0,0.0,sales,medium
14562.0,0.09,0.8,6.0,304.0,5.0,0.0,0.0,technical,medium
165.0,0.9,0.99,5.0,260.0,5.0,0.0,0.0,sales,low
13220.0,0.92,0.99,3.0,176.0,8.0,0.0,0.0,sales,medium
9766.0,0.6,0.61,3.0,104.0,5.0,0.0,0.0,IT,medium
13038.0,0.87,0.48,4.0,264.0,3.0,0.0,0.0,IT,medium
8090.0,0.63,0.51,4.0,153.0,4.0,0.0,0.0,RandD,low
1957.0,0.4,0.48,2.0,155.0,3.0,0.0,0.0,support,low
547.0,0.37,0.47,2.0,149.0,3.0,0.0,0.0,sales,low
10635.0,0.56,0.99,4.0,230.0,3.0,0.0,0.0,sales,high
4369.0,0.7,0.92,3.0,162.0,3.0,1.0,0.0,sales,low
10515.0,0.25,0.53,4.0,160.0,4.0,0.0,0.0,technical,medium
14625.0,0.45,0.54,2.0,142.0,3.0,0.0,0.0,hr,medium
112.0,0.09,0.85,6.0,289.0,4.0,0.0,0.0,hr,high
9584.0,0.85,0.99,6.0,153.0,6.0,0.0,0.0,technical,medium
12231.0,0.42,0.47,2.0,159.0,3.0,0.0,0.0,marketing,low
6035.0,0.76,0.58,4.0,188.0,3.0,0.0,0.0,technical,low
3043.0,0.91,0.55,4.0,179.0,4.0,0.0,0.0,IT,low
,,,,,,,,,
6770.0,0.62,0.51,4.0,175.0,3.0,0.0,0.0,support,low
74.0,0.09,0.87,7.0,295.0,4.0,0.0,0.0,product_mng,low
12946.0,0.67,0.49,3.0,185.0,3.0,0.0,0.0,support,low
4429.0,0.54,0.49,2.0,155.0,2.0,1.0,0.0,marketing,medium
10318.0,0.22,0.7,4.0,225.0,4.0,0.0,0.0,sales,medium
5341.0,0.18,0.59,4.0,132.0,3.0,0.0,0.0,RandD,low
13927.0,0.23,0.7,3.0,123.0,5.0,0.0,0.0,sales,medium
6480.0,0.74,0.75,4.0,111.0,4.0,1.0,0.0,product_mng,medium
2585.0,0.9,0.82,4.0,136.0,3.0,0.0,0.0,product_mng,low
2872.0,0.77,0.49,4.0,217.0,2.0,0.0,0.0,support,medium
6898.0,0.87,0.54,3.0,260.0,2.0,0.0,0.0,sales,medium
4816.0,0.92,0.56,4.0,170.0,3.0,0.0,0.0,marketing,medium
,,,,,,,,,
2627.0,0.89,0.71,5.0,194.0,3.0,0.0,0.0,hr,low
11318.0,0.96,0.83,3.0,177.0,4.0,0.0,0.0,technical,low
7137.0,0.3,0.86,6.0,232.0,3.0,0.0,0.0,technical,medium
5914.0,0.55,0.5,4.0,179.0,3.0,0.0,0.0,technical,low
8839.0,0.56,0.67,5.0,165.0,3.0,1.0,0.0,management,medium
,,,,,,,,,
,,,,,,,,,
1256.0,0.39,0.47,2.0,142.0,3.0,0.0,0.0,technical,low
13397.0,0.57,0.46,2.0,100.0,6.0,1.0,1.0,marketing,medium
7339.0,0.59,0.76,4.0,234.0,3.0,0.0,0.0,sales,high
1463.0,0.39,0.54,2.0,149.0,3.0,0.0,0.0,sales,low
5128.0,0.77,0.84,3.0,188.0,4.0,0.0,0.0,sales,medium
772.0,0.1,0.86,6.0,309.0,4.0,0.0,0.0,sales,medium
2542.0,0.83,0.93,5.0,241.0,3.0,0.0,0.0,sales,low
211.0,0.43,0.46,2.0,156.0,3.0,0.0,0.0,technical,low
1617.0,0.37,0.46,2.0,156.0,3.0,0.0,0.0,sales,low
2409.0,0.22,0.88,4.0,213.0,3.0,1.0,0.0,technical,medium
7.0,0.1,0.77,6.0,247.0,4.0,0.0,0.0,sales,low
6727.0,0.87,0.95,3.0,242.0,5.0,0.0,0.0,sales,low
85.0,0.11,0.77,6.0,291.0,4.0,0.0,0.0,marketing,low
2600.0,0.48,0.89,5.0,179.0,3.0,0.0,0.0,management,medium
8687.0,0.6,0.6,4.0,197.0,3.0,0.0,0.0,management,medium
7250.0,0.46,0.55,5.0,261.0,5.0,0.0,0.0,RandD,medium
3168.0,0.86,0.55,5.0,219.0,2.0,0.0,0.0,technical,medium
13896.0,0.69,0.85,3.0,153.0,10.0,0.0,0.0,support,medium
8823.0,0.78,0.86,4.0,240.0,3.0,0.0,0.0,technical,low
8670.0,0.9,0.81,4.0,144.0,2.0,0.0,0.0,technical,low
10882.0,0.5,0.95,5.0,137.0,3.0,0.0,0.0,technical,low
2642.0,0.87,0.68,4.0,246.0,2.0,0.0,0.0,support,medium
1.0,0.38,0.53,2.0,157.0,3.0,0.0,0.0,sales,low
12396.0,0.45,0.46,2.0,128.0,3.0,0.0,0.0,sales,low
5993.0,0.91,0.66,4.0,139.0,3.0,0.0,0.0,technical,high
938.0,0.11,0.8,6.0,286.0,4.0,0.0,0.0,sales,low
2310.0,0.62,0.6,3.0,171.0,2.0,0.0,0.0,sales,low
10184.0,0.83,0.91,3.0,196.0,4.0,0.0,0.0,hr,low
12267.0,0.11,0.95,6.0,286.0,4.0,0.0,0.0,technical,medium
13955.0,0.79,0.86,5.0,238.0,8.0,0.0,0.0,sales,low
8277.0,0.89,0.93,3.0,181.0,3.0,0.0,0.0,hr,low
9753.0,0.69,0.67,4.0,156.0,3.0,0.0,0.0,technical,low
3507.0,0.21,0.42,4.0,269.0,4.0,1.0,0.0,RandD,medium
7730.0,0.52,0.85,4.0,193.0,3.0,0.0,0.0,sales,medium
2188.0,0.42,0.54,3.0,122.0,4.0,0.0,0.0,support,low
8053.0,0.64,0.99,4.0,222.0,2.0,0.0,0.0,technical,low
8255.0,0.8,0.81,5.0,156.0,2.0,0.0,0.0,sales,low
3702.0,0.61,0.59,3.0,237.0,2.0,0.0,0.0,technical,high
4028.0,0.65,0.67,4.0,144.0,3.0,0.0,0.0,technical,low
,,,,,,,,,
12644.0,0.37,0.47,2.0,148.0,3.0,0.0,0.0,hr,low
278.0,0.74,0.89,5.0,229.0,6.0,0.0,0.0,support,low
13277.0,0.43,0.96,3.0,109.0,6.0,0.0,0.0,technical,low
,,,,,,,,,
3271.0,0.92,0.53,2.0,249.0,2.0,0.0,0.0,IT,high
6990.0,0.68,0.55,3.0,182.0,3.0,1.0,0.0,technical,medium
13501.0,0.98,0.55,3.0,166.0,6.0,1.0,0.0,sales,medium
10393.0,0.85,0.82,5.0,184.0,3.0,0.0,0.0,sales,medium
,,,,,,,,,
3231.0,0.91,0.42,2.0,142.0,3.0,1.0,0.0,sales,medium
4556.0,1.0,0.59,3.0,168.0,3.0,0.0,1.0,support,low
8110.0,0.53,0.97,4.0,249.0,3.0,0.0,0.0,sales,medium
2712.0,0.83,0.96,3.0,179.0,2.0,0.0,0.0,technical,low
14487.0,0.81,0.95,5.0,238.0,6.0,0.0,0.0,technical,low
250.0,0.11,0.84,6.0,298.0,4.0,0.0,0.0,sales,low
11886.0,0.71,0.68,3.0,231.0,2.0,1.0,0.0,product_mng,low
11869.0,0.84,0.44,5.0,131.0,5.0,1.0,0.0,support,medium
14188.0,0.9,0.82,3.0,133.0,8.0,0.0,0.0,marketing,medium
6371.0,0.55,0.59,4.0,230.0,3.0,0.0,0.0,technical,low
7095.0,0.56,0.64,3.0,262.0,2.0,1.0,0.0,RandD,low
1091.0,0.38,0.54,2.0,150.0,3.0,0.0,0.0,sales,medium
6273.0,0.57,0.78,3.0,162.0,2.0,0.0,0.0,sales,low
11266.0,0.18,0.75,3.0,142.0,2.0,0.0,0.0,product_mng,low
6874.0,0.74,0.96,5.0,222.0,2.0,0.0,0.0,support,high
7363.0,0.38,0.6,5.0,145.0,5.0,0.0,0.0,hr,medium
5639.0,0.23,0.48,3.0,139.0,4.0,0.0,0.0,IT,medium
12987.0,0.24,0.62,5.0,199.0,4.0,0.0,0.0,sales,low
,,,,,,,,,
4049.0,0.54,0.42,3.0,138.0,3.0,1.0,0.0,support,medium
11654.0,0.65,0.82,5.0,265.0,3.0,0.0,0.0,IT,low
6129.0,0.52,0.72,4.0,186.0,2.0,0.0,0.0,sales,medium
9419.0,0.74,0.51,5.0,198.0,3.0,0.0,0.0,hr,low
11585.0,0.65,0.74,4.0,233.0,4.0,1.0,0.0,management,low
1206.0,0.09,0.84,7.0,307.0,4.0,0.0,0.0,IT,medium
5191.0,0.21,0.74,5.0,141.0,4.0,0.0,0.0,accounting,high
9187.0,0.74,0.67,4.0,148.0,3.0,0.0,0.0,accounting,medium
12679.0,0.43,0.47,2.0,158.0,3.0,0.0,0.0,product_mng,low
